Giá,DT,Đường,Phường-Xã,Quận-Huyện,Thành Phố,Hướng,Phòng ăn,Loại tin,Đường trước nhà,Nhà bếp,Loại BDS,Pháp lý,Sân thượng,Chiều ngang,Số lầu,Chổ để xe hơi,Chiều dài,Số phòng ngủ,Chính chủ
"3,1 tỷ",61 m,Đường Nại Nghĩa 1, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng,_,Y,Cần bán,4m,Y,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,"5,5m",---,Y,12m,2,---
"3,1 tỷ",90 m,Đường Trưng Nữ Vương, Phường Hòa Thuận Đông, Quận Hải Châu, Đà Nẵng,_,Y,Cần bán,3m,Y,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,Y,4m,2,Y,22m,5,---
"2,2 tỷ",51 m,Đường Phan Châu Trinh, Phường Hải Châu I, Quận Hải Châu, Đà Nẵng,_,Y,Cần bán,"2,5m",Y,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,Y,4m,2,Y,13m,2,---
"2,2 tỷ",82 m,Đường Hoàng Văn Thái, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng,_,Y,Cần bán,4m,Y,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,5m,---,Y,17m,2,---
"2,8 tỷ",80 m,Đường Tôn Đản, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng,_,Y,Cần bán,"3,5m",Y,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,Y,7m,3,Y,12m,3,---
"2,15 tỷ",55 m,Đường Phan Thanh, Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng,_,---,Cần bán,3m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,"5,5m",---,---,10m,---,---
"2,4 tỷ",100 m,Đường Hà Tông Quyền, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng,_,Y,Cần bán,2m,Y,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,5m,---,Y,20m,2,---
"2,85 tỷ",61 m,Đường Nại Nghĩa 6, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng,_,Y,Cần bán,4m,Y,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,"5,5m",---,Y,12m,2,---
"3,3 tỷ",75 m,Đường Cẩm Bắc 9, Phường Hòa Phát, Quận Cẩm Lệ, Đà Nẵng,_,Y,Cần bán,"5,5m",Y,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,Y,"4,5m",2,Y,17m,2,---
"2,7 tỷ",45 m,Đường Hải Phòng, Phường Tân Chính, Quận Hải Châu, Đà Nẵng,_,Y,Cần bán,3m,Y,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,Y,6m,2,Y,8m,2,---
"4,98 tỷ",80 m,Đường Nguyễn Phước Nguyên, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng,_,Y,Cần bán,"7,5m",Y,Nhà mặt tiền,---,Y,5m,3,Y,16m,4,---
"3,1 tỷ",80 m,Đường Lý Tự Trọng, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng,_,Y,Cần bán,3m,Y,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,5m,1,Y,16m,3,---
"3,3 tỷ",75 m,Đường Phú Lộc 7, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng,_,Y,Cần bán,"5,5m",Y,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,5m,---,Y,15m,3,---
"2,3 tỷ",65 m,Đường Nguyễn Văn Huề, Phường Thanh Khê Đông, Quận Thanh Khê, Đà Nẵng,_,Y,Cần bán,"3,5m",Y,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,Y,9m,2,---,8m,4,---
"2,35 tỷ",100 m,Đường Nguyễn Đình Tứ, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng,_,Y,Cần bán,5m,Y,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,5m,---,Y,20m,3,---
"2,6 tỷ",60 m,Đường Vũ Lăng, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng,_,Y,Cần bán,10m,Y,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,4m,1,Y,15m,2,---
"6,5 tỷ",171 m,Đường Cẩm Bắc 10, Phường Hòa Phát, Quận Cẩm Lệ, Đà Nẵng,_,Y,Cần bán,"5,5m",Y,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,Y,"9,4m",2,Y,"18,4m",6,---
2 tỷ,78 m,Đường Tôn Đức Thắng, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng,_,Y,Cần bán,5m,Y,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,5m,---,Y,15m,2,---
"3,5 tỷ",95 m,Đường Âu Cơ, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng,_,Y,Cần bán,10m,Y,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,5m,---,Y,19m,5,---
"3,75 tỷ",60 m,Đường Tô Hiệu, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng,_,Y,Cần bán,4m,Y,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,Y,"7,5m",3,Y,"8,5m",3,---
"3,7 tỷ",60 m,Đường Hóa Sơn 2, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng,_,Y,Cần bán,"5,5m",Y,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,Y,4m,3,Y,15m,3,---
"3,9 tỷ",55 m,Đường Nguyễn Tri Phương, Phường Hòa Thuận Đông, Quận Hải Châu, Đà Nẵng,_,Y,Cần bán,"3,5m",Y,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,Y,5m,4,Y,11m,3,---
"5,7 tỷ",75 m,Đường An Thượng 18, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng,_,Y,Cần bán,4m,Y,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,"6,2m",---,Y,12m,7,---
"2,25 tỷ",54 m,Đường Bàu Trảng 7, Phường Thanh Khê Tây, Quận Thanh Khê, Đà Nẵng,_,Y,Cần bán,3m,Y,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,Y,5m,2,---,11m,2,---
"3,4 tỷ",125 m,Đường Nguyễn Thuật, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng,_,Y,Cần bán,"7,5m",Y,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,5m,---,Y,25m,2,---
"4,3 tỷ",75 m,Đường Lê Thiệt, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng,_,Y,Cần bán,"5,5m",Y,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,Y,"4,5m",3,Y,16m,4,---
"2,8 tỷ",90 m,Đường Bàu Cầu 15, Xã Hòa Châu, Huyện Hòa Vang, Đà Nẵng,_,Y,Cần bán,"7,5m",Y,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,5m,2,Y,18m,4,---
"3,67 tỷ",75 m,Đường Nguyễn Chích, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng,_,Y,Cần bán,"7,5m",Y,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,5m,---,Y,15m,2,---
"4,8 tỷ",66 m,Đường Bùi Hữu Nghĩa, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng,_,Y,Cần bán,4m,Y,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,"4,5m",1,Y,15m,2,---
"3,62 tỷ",120 m,Đường Hoàng Diệu, Phường Hòa Thuận Đông, Quận Hải Châu, Đà Nẵng,_,Y,Cần bán,4m,Y,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,Y,5m,3,Y,19m,5,---
"3,6 tỷ",50 m,Đường Văn Cao, Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng,_,Y,Cần bán,3m,Y,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,Y,5m,3,Y,10m,4,---
"4,2 tỷ",70 m,Đường Lâm Hoành, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng,_,Y,Cần bán,3m,Y,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,Y,"4,5m",3,Y,15m,3,---
"4,5 tỷ",85 m,Đường Nguyễn Xuân Hữu, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng,_,Y,Cần bán,5m,Y,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,Y,5m,4,Y,17m,5,---
"2,8 tỷ",60 m,Đường Tôn Đức Thắng, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng,_,Y,Cần bán,3m,Y,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,Y,"4,5m",2,Y,13m,3,---
"2,35 tỷ",40 m,Đường Lương Thế Vinh, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng,_,Y,Cần bán,"2,5m",Y,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,Y,4m,3,---,10m,3,---
"5,6 tỷ",90 m,Đường Đa Phước 1, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng,_,Y,Cần bán,"7,5m",Y,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,Y,5m,3,Y,18m,3,---
"4,5 tỷ",58 m,Đường Núi Thành, Phường Hòa Thuận Đông, Quận Hải Châu, Đà Nẵng,_,Y,Cần bán,4m,Y,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,Y,"4,5m",3,Y,13m,4,---
"2,5 tỷ",35 m,Đường Bắc Đẩu, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng,_,Y,Cần bán,3m,Y,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,Y,4m,3,Y,9m,2,---
"5,4 tỷ",60 m,Đường Nguyễn Đức Cảnh, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng,_,Y,Cần bán,"5,5m",Y,Nhà mặt tiền,---,Y,"4,5m",4,Y,13m,3,---
2 tỷ,78 m,Đường Tôn Đức Thắng, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng,_,Y,Cần bán,5m,Y,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,5m,---,Y,15m,2,---
"7,9 tỷ",70 m,Đường Tô Hiến Thành, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng,_,Y,Cần bán,"5,5m",Y,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,Y,"4,5m",5,Y,15m,8,---
"3,3 tỷ",75 m,Đường Phú Lộc 7, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng,_,Y,Cần bán,"5,5m",Y,Nhà mặt tiền,---,---,5m,---,Y,15m,3,---
"2,9 tỷ",70 m,Đường Hoà Minh 15, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng,_,---,Cần bán,"5,5m",---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,5m,---,---,14m,---,---
"2,5 tỷ",55 m,Đường Lương Thế Vinh, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng,_,Y,Cần bán,3m,Y,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,Y,12m,1,---,---,2,---
100 tỷ,200 m,Đường Võ Văn Kiệt, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng,Bắc,Y,Cần bán,40m,Y,"Nhà hàng, khách sạn",Sổ hồng/ Sổ đỏ,Y,15m,15,Y,14m,65,---
100 triệu / m,1.500 m,Đường Lê Văn Hiến, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng,Tây,---,Cần bán,50m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,30m,---,---,50m,---,---
"1,5 tỷ",70 m,Đường Nam Kỳ Khởi Nghĩa, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng,_,---,Cần bán,---,---,Căn hộ chung cư,---,---,---,25,---,---,2,---
"1,5 tỷ",69 m,Đường Võ Chí Công, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng,_,---,Cần bán,---,---,Căn hộ chung cư,---,---,---,25,---,---,2,---
286 triệu / m,930 m,Đường Đỗ Bá, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng,_,---,Cần bán,11m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,37m,---,---,---,---,---
71 tỷ,212 m,Đường Nguyễn Văn Linh, Phường Nam Dương, Quận Hải Châu, Đà Nẵng,_,---,Cần bán,33m,---,Nhà mặt tiền,---,---,---,1,---,---,2,---
190 triệu / m,2.750 m,Đường Như Nguyệt, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng,_,---,Cần bán,15m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,---,---,---,---,---,---
"4,2 tỷ",67 m,Đường Võ Văn Kiệt, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng,_,Y,Cần bán,30m,Y,Căn hộ chung cư,Sổ hồng/ Sổ đỏ,---,---,16,Y,---,2,---
"3,4 tỷ",100 m,Đường Lê Văn Hiến, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng,_,---,Cần bán,10m,---,"Đất nền, liền kề, đất dự án",---,---,---,---,---,---,---,---
"6,95 tỷ",100 m,Đường An Dương Vương, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng,_,Y,Cần bán,33m,Y,Nhà mặt tiền,---,Y,---,3,Y,---,3,---
"20,5 tỷ",100 m,Đường Trần Hưng Đạo, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng,_,---,Cần bán,15m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,5m,3,---,---,3,---
260 triệu / m,383 m,Đường Trần Bạch Đằng, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng,_,---,Cần bán,11m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,15m,---,---,26m,---,---
"4,5 tỷ",51 m,Đường An Thượng 1, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng,_,Y,Cần bán,"3,5m",Y,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,"4,5m",1,Y,12m,1,---
"4,79 tỷ",200 m,Đường Lê Duẩn, Phường Hải Châu I, Quận Hải Châu, Đà Nẵng,_,---,Cần bán,4m,---,Nhà mặt tiền,---,---,---,3,---,---,3,---
"8,5 tỷ",51 m,Đường Lê Lợi, Phường Hải Châu I, Quận Hải Châu, Đà Nẵng,Tây,---,Cần bán,10m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,"4,3m",2,---,---,2,---
"4,8 tỷ",50 m,Đường Đỗ Bá, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng,_,Y,Cần bán,10m,Y,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,Y,4m,1,Y,---,1,---
86 tỷ,300 m,Đường An Thượng 1, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng,_,Y,Cần bán,11m,Y,"Nhà hàng, khách sạn",Sổ hồng/ Sổ đỏ,Y,---,7,Y,---,35,---
"4,25 tỷ",60 m,Đường An Thượng 1, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng,_,Y,Cần bán,"3,8m",Y,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,Y,"4,5m",1,Y,---,3,---
"4,8 tỷ",60 m,Đường Bình An 2, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng,Bắc,Y,Cần bán,4m,Y,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,"4,5m",3,Y,13m,3,---
8 tỷ,108 m,Đường Hàn Thuyên, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng,Bắc,Y,Cần bán,"7,5m",Y,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,"4,5m",3,---,24m,3,---
"5,6 tỷ",102 m,Đường Văn Cận, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng,Nam,Y,Cần bán,"5,5m",Y,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,"4,5m",1,---,22m,2,---
"5,7 tỷ",72 m,Đường Hưng Hoá 7, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng,Nam,Y,Cần bán,"5,5m",Y,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,Y,"4,5m",3,Y,16m,3,---
85 tỷ,220 m,Đường Hà Bổng, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng,_,---,Cần bán,---,---,"Nhà hàng, khách sạn",---,---,---,---,---,---,---,---
70 triệu / m,500 m,Đường Nguyễn Tri Phương, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng,Đông,Y,Cần bán,10m,Y,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,Y,11m,3,Y,25m,3,---
29 tỷ,205 m,Đường Lê Thanh Nghị, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng,Đông,Y,Cần bán,10m,Y,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,Y,"7,71m",6,Y,26m,21,---
"2,99 tỷ",60 m,Đường Đống Đa, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng,_,---,Cần bán,3m,---,Nhà trong hẻm,---,---,---,2,---,---,2,---
"11,5 tỷ",70 m,Đường Lê Thanh Nghị, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng,Tây,Y,Cần bán,10m,Y,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,5m,2,Y,14m,2,---
"1,7 tỷ",68 m,Đường Võ Chí Công, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng,_,---,Cần bán,---,---,Căn hộ chung cư,---,---,---,25,---,---,2,---
"5,9 tỷ",94 m,Đường Nguyễn Khánh Toàn, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng,Bắc,Y,Cần bán,"5,5m",Y,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,"4,5m",1,---,20m,2,---
35 tỷ,193 m,Đường Lê Thanh Nghị, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng,Đông,---,Cần bán,10m,---,"Đất thổ cư, đất ở",---,---,8m,---,---,25m,---,---
11 tỷ,88 m,Đường Lê Ninh, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng,Đông,Y,Cần bán,"5,5m",Y,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,Y,"4,5m",5,---,"19,7m",8,---
14 tỷ,125 m,Đường 3/2, Phường Bình Thuận, Quận Hải Châu, Đà Nẵng,Tây Nam,---,Cần bán,48m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,5m,---,---,25m,---,---
170 triệu / m,245 m,Đường Hồ Nghinh, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng,Tây,---,Cần bán,20m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,10m,---,---,"24,5m",---,---
12 tỷ,126 m,Đường Nguyễn Sơn, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng,Đông Bắc,Y,Cần bán,"7,5m",Y,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,Y,7m,3,Y,19m,15,---
"14,5 tỷ",84 m,Đường Phan Châu Trinh, Phường Phước Ninh, Quận Hải Châu, Đà Nẵng,Tây,Y,Cần bán,10m,Y,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,Y,"4,45m",3,Y,"18,8m",3,---
"11,7 tỷ",81 m,Đường Lê Lộ, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng,Đông Bắc,Y,Cần bán,"5,5m",Y,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,Y,"4,5m",4,Y,18m,5,---
30 tỷ,108 m,Đường Nguyễn Thái Học, Phường Hải Châu I, Quận Hải Châu, Đà Nẵng,Nam,Y,Cần bán,"7,5m",Y,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,Y,"4,85m",3,Y,"24,5m",4,---
"3,95 tỷ",60 m,Đường Đống Đa, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng,_,---,Cần bán,4m,---,Nhà trong hẻm,---,---,---,3,---,---,3,---
"6,5 tỷ",52 m,Đường Võ Thị Sáu, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng,_,Y,Cần bán,"5,5m",Y,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,Y,---,3,Y,---,4,---
300 tỷ,595 m,Đường Võ Nguyên Giáp, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng,Đông,Y,Cần bán,30m,Y,"Nhà hàng, khách sạn",Sổ hồng/ Sổ đỏ,Y,15m,16,Y,---,104,---
30 tỷ,180 m,Đường Phan Tôn, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng,_,---,Cần bán,"7,5m",---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,10m,---,---,---,---,---
"10,4 tỷ",100 m,Đường Hoàng Xuân Hãn, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng,_,---,Cần bán,10m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,5m,---,---,---,2,---
39 tỷ,125 m,Đường Trần Hưng Đạo, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng,Tây,---,Cần bán,15m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,5m,4,---,---,3,---
14 tỷ,200 m,Đường Lê Hữu Khánh, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng,Tây Bắc,Y,Cần bán,"7,5m",Y,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,Y,10m,3,Y,20m,6,---
220 triệu / m,2.800 m,Đường Võ Nguyên Giáp, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng,Đông,---,Cần bán,40m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,52m,---,---,---,---,---
"18,9 tỷ",200 m,Đường Hoa Phượng, Phường An Hải Tây, Quận Sơn Trà, Đà Nẵng,Tây,---,Cần bán,"7,5m",---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,10m,---,---,---,---,---
50 tỷ,304 m,Đường Lê Quang Đạo, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng,_,---,Cần bán,"7,5m",---,"Đất thổ cư, đất ở",---,---,18m,---,---,---,---,---
65 tỷ,210 m,Đường An Đồn 6, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng,_,---,Cần bán,"7,5m",---,"Nhà hàng, khách sạn",Sổ hồng/ Sổ đỏ,---,11m,12,---,---,56,---
"13,5 tỷ",175 m,Đường Khuê Mỹ Đông, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng,Tây Bắc,Y,Cần bán,"5,5m",Y,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,Y,10m,3,Y,---,5,---
250 triệu / m,585 m,Đường Hoàng Sa, Phường Mân Thái, Quận Sơn Trà, Đà Nẵng,_,---,Cần bán,30m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,30m,---,---,---,---,---
10 tỷ,300 m,Đường Nguyễn Quang Chung, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng,_,---,Cần bán,"7,5m",---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,12m,---,---,25m,---,---
39 triệu / m,226 m,Đường Nguyễn Đình Hoàn, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng,Nam,---,Cần bán,10m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,"12,5m",---,---,---,---,---
299 triệu / m,584 m,Đường Nguyễn Văn Linh, Phường Nam Dương, Quận Hải Châu, Đà Nẵng,_,---,Cần bán,20m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,"15,5m",---,---,---,---,---
17 triệu / m,5.600 m,Quốc lộ 1A, Xã Hòa Châu, Huyện Hòa Vang, Đà Nẵng,_,---,Cần bán,40m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,80m,---,---,---,---,---
34 tỷ,125 m,Đường Trần Hưng Đạo, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng,_,Y,Cần bán,15m,Y,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,Y,5m,4,Y,---,4,---
10 tỷ,100 m,Đường Bằng Lăng, Phường An Hải Tây, Quận Sơn Trà, Đà Nẵng,Tây,---,Cần bán,"7,5m",---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,5m,---,---,---,---,---
45 tỷ,300 m,Đường Võ Chí Công, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng,_,Y,Cần bán,10m,Y,"Biệt thự, nhà liền kề",Sổ hồng/ Sổ đỏ,Y,---,3,Y,---,4,---
220 triệu / m,1.045 m,Đường Võ Nguyên Giáp, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng,Đông Bắc,---,Cần bán,40m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,30m,---,---,---,---,---
"52,5 triệu / m",165 m,Trung Lương 17, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng,_,---,Cần bán,"7,5m",---,"Đất thổ cư, đất ở",---,---,"8,5m",---,---,---,---,---
79 triệu / m,250 m,Đường Hoa Phượng 2, Phường An Hải Tây, Quận Sơn Trà, Đà Nẵng,Tây,Y,Cần bán,"7,5m",Y,"Đất nền, liền kề, đất dự án",Sổ hồng/ Sổ đỏ,Y,10m,---,Y,20m,---,---
183 triệu / m,329 m,Đường Võ Nguyên Giáp, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng,Đông Bắc,---,Cần bán,15m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,14m,---,---,"23,5m",---,---
300 triệu / m,727 m,Đường Võ Nguyên Giáp, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng,Đông Nam,Y,Cần bán,15m,Y,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,Y,17m,---,Y,43m,---,---
200 triệu / m,586 m,Đường Nguyễn Văn Linh, Phường Bình Hiên, Quận Hải Châu, Đà Nẵng,Nam,---,Cần bán,40m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,16m,4,---,37m,---,---
26 triệu / m,586 m,Đường Nguyễn Văn Linh, Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng,Nam,---,Cần bán,40m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,"15,5m",2,---,38m,4,---
55 triệu / m,6.190 m,Đường Nguyễn Hữu Thọ, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng,_,---,Cần bán,15m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,---,---,---,---,---,---
"44,9 tỷ",290 m,Đường Trần Hưng Đạo, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng,Tây Nam,---,Cần bán,15m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,---,---,---,---,---,---
82 tỷ,200 m,Đường Võ Nguyên Giáp, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng,Đông,Y,Cần bán,---,Y,"Nhà hàng, khách sạn",Sổ hồng/ Sổ đỏ,Y,10m,12,Y,20m,52,---
265 triệu / m,2.700 m,Đường Võ Nguyên Giáp, Phường Mân Thái, Quận Sơn Trà, Đà Nẵng,Đông,---,Cần bán,15m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,50m,---,---,54m,---,---
